bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,Fraud Savings,FP Loss,Overall Savings
16.0,5835.0,5787.0,48.0,99.17737789203085,0.8226221079691527,93353.0,87523.0,5830.0,15.219459094758404,69.5621047607684,54.34264566601,15.012521440823328,5830000.0,35009200.0,-29179200.0
17.0,5834.0,5799.0,35.0,99.40006856359273,0.5999314364072745,99187.0,93322.0,5865.0,16.22785281172999,69.97971602434077,53.751863212610786,15.911679454390452,5865000.0,37328800.0,-31463800.0
18.0,5835.0,5804.0,31.0,99.46872322193659,0.5312767780634147,105022.0,99126.0,5896.0,17.237115983536004,70.349600286362,53.112484302826005,16.812415196743554,5896000.0,39650400.0,-33754400.0
19.0,5834.0,5800.0,34.0,99.4172094617758,0.5827905382242022,110856.0,104926.0,5930.0,18.245683591474474,70.7552797995466,52.509596208072125,17.694097807757167,5930000.0,41970400.0,-36040400.0
20.0,5835.0,5792.0,43.0,99.2630676949443,0.7369323050557028,116691.0,110718.0,5973.0,19.252860071677855,71.26834506622122,52.01548499454336,18.536413862380712,5973000.0,44287200.0,-38314200.0
21.0,5834.0,5805.0,29.0,99.50291395269112,0.4970860473088834,122525.0,116523.0,6002.0,20.26229713445076,71.61436582746688,51.35206869301612,19.414028657114294,6002000.0,46609200.0,-40607200.0
22.0,5835.0,5797.0,38.0,99.34875749785776,0.6512425021422388,128360.0,122320.0,6040.0,21.27034306948857,72.0677723422026,50.797429272714034,20.251655629139073,6040000.0,48928000.0,-42888000.0
23.0,5834.0,5793.0,41.0,99.29722317449435,0.7027768255056515,134194.0,128113.0,6081.0,22.277693440658837,72.55697410810166,50.27928066744282,21.067752014471303,6081000.0,51245200.0,-45164200.0
24.0,5835.0,5797.0,38.0,99.34875749785776,0.6512425021422388,140029.0,133910.0,6119.0,23.28573937569665,73.01038062283737,49.724641247140724,21.884294819414936,6119000.0,53564000.0,-47445000.0
25.0,5835.0,5807.0,28.0,99.52013710368466,0.47986289631533907,145864.0,139717.0,6147.0,24.295524220403323,73.34446963369527,49.048945413291946,22.729298844965022,6147000.0,55886800.0,-49739800.0
26.0,5834.0,5800.0,34.0,99.4172094617758,0.5827905382242022,151698.0,145517.0,6181.0,25.304091828341793,73.75014914687985,48.44605731853805,23.54263064229089,6181000.0,58206800.0,-52025800.0
27.0,5835.0,5798.0,37.0,99.36589545844045,0.6341045415595516,157533.0,151315.0,6218.0,26.31231165434649,74.19162391122778,47.87931225688129,24.334995175297525,6218000.0,60526000.0,-54308000.0
28.0,5834.0,5795.0,39.0,99.33150497086048,0.6684950291395211,163367.0,157110.0,6257.0,27.320009807450532,74.65696217635127,47.33695236890074,25.109477385328432,6257000.0,62844000.0,-56587000.0
29.0,5835.0,5798.0,37.0,99.36589545844045,0.6341045415595516,169202.0,162908.0,6294.0,28.32822963345523,75.0984369406992,46.77020730724397,25.883063234826817,6294000.0,65163200.0,-58869200.0
30.0,5834.0,5798.0,36.0,99.38292766540967,0.6170723345903326,175036.0,168706.0,6330.0,29.336449459459928,75.52797995465934,46.191530495199416,26.65181674565561,6330000.0,67482400.0,-61152400.0
31.0,5835.0,5800.0,35.0,99.40017137960582,0.5998286203941774,180871.0,174506.0,6365.0,30.3450170673984,75.94559121823171,45.60057415083331,27.416496465043206,6365000.0,69802400.0,-63437400.0
32.0,5834.0,5799.0,35.0,99.40006856359273,0.5999314364072745,186705.0,180305.0,6400.0,31.353410784369984,76.36320248180408,45.009791697434096,28.17265625,6400000.0,72122000.0,-65722000.0
33.0,5835.0,5801.0,34.0,99.41730934018852,0.582690659811476,192540.0,186106.0,6434.0,32.36215228327534,76.76888199498866,44.40672971171332,28.925396331986324,6434000.0,74442400.0,-68008400.0
34.0,5834.0,5798.0,36.0,99.38292766540967,0.6170723345903326,198374.0,191904.0,6470.0,33.37037210928004,77.19842500894882,43.828052899668776,29.660587326120556,6470000.0,76761600.0,-70291600.0
35.0,5835.0,5810.0,25.0,99.57155098543274,0.4284490145672635,204209.0,197714.0,6495.0,34.38067862688737,77.49671876864336,43.116040141755995,30.440954580446498,6495000.0,79085600.0,-72590600.0
36.0,5834.0,5806.0,28.0,99.52005485087419,0.4799451491258111,210043.0,203520.0,6523.0,35.390289580627154,77.83080777950126,42.4405181988741,31.200367928867085,6523000.0,81408000.0,-74885000.0
37.0,5835.0,5805.0,30.0,99.48586118251929,0.5141388174807133,215878.0,209325.0,6553.0,36.39972664340006,78.18876029113471,41.789033647734655,31.943384709293454,6553000.0,83730000.0,-77177000.0
38.0,5835.0,5804.0,31.0,99.46872322193659,0.5312767780634147,221713.0,215129.0,6584.0,37.40898981520607,78.55864455315594,41.149654737949874,32.67451397326853,6584000.0,86051600.0,-79467600.0
39.0,5834.0,5789.0,45.0,99.22865958176209,0.7713404182379122,227547.0,220918.0,6629.0,38.41564462250879,79.09557332060614,40.67992869809734,33.32599185397496,6629000.0,88367200.0,-81738200.0
40.0,5835.0,5808.0,27.0,99.53727506426735,0.46272493573265194,233382.0,226726.0,6656.0,39.42560335818235,79.41773058107624,39.99212722289389,34.06340144230769,6656000.0,90690400.0,-84034400.0
41.0,5834.0,5804.0,30.0,99.48577305450806,0.5142269454919415,239216.0,232530.0,6686.0,40.43486652998837,79.7756830927097,39.34081656272133,34.778641938378705,6686000.0,93012000.0,-86326000.0
42.0,5835.0,5807.0,28.0,99.52013710368466,0.47986289631533907,245051.0,238337.0,6714.0,41.44465137469504,80.1097721035676,38.66512072887255,35.49851057491808,6714000.0,95334800.0,-88620800.0
43.0,5834.0,5810.0,24.0,99.58861844360645,0.41138155639355034,250885.0,244147.0,6738.0,42.45495789230237,80.39613411287436,37.941176220572,36.234342534876816,6738000.0,97658800.0,-90920800.0
44.0,5835.0,5805.0,30.0,99.48586118251929,0.5141388174807133,256720.0,249952.0,6768.0,43.46439495507527,80.75408662450782,37.28969166943255,36.931442080378254,6768000.0,99980800.0,-93212800.0
45.0,5834.0,5801.0,33.0,99.43435035995886,0.5656496400411442,262554.0,255753.0,6801.0,44.47313645398062,81.14783438730461,36.67469793332399,37.605205116894574,6801000.0,102301200.0,-95500200.0
46.0,5835.0,5812.0,23.0,99.60582690659811,0.3941730934018892,268389.0,261565.0,6824.0,45.483790753521724,81.4222646462236,35.93847389270187,38.330158264947244,6824000.0,104626000.0,-97802000.0
47.0,5834.0,5805.0,29.0,99.50291395269112,0.4970860473088834,274223.0,267370.0,6853.0,46.49322781629463,81.76828540746928,35.27505759117465,39.01502991390632,6853000.0,106948000.0,-100095000.0
48.0,5835.0,5799.0,36.0,99.38303341902314,0.6169665809768645,280058.0,273169.0,6889.0,47.50162153326621,82.19782842142942,34.69620688816321,39.65292495282334,6889000.0,109267600.0,-102378600.0
49.0,5834.0,5801.0,33.0,99.43435035995886,0.5656496400411442,285892.0,278970.0,6922.0,48.51036303217157,82.59157618422623,34.08121315205466,40.30193585668882,6922000.0,111588000.0,-104666000.0
50.0,5835.0,5798.0,37.0,99.36589545844045,0.6341045415595516,291727.0,284768.0,6959.0,49.518582858176266,83.03305094857416,33.51446809039789,40.92082195717776,6959000.0,113907200.0,-106948200.0
51.0,5835.0,5798.0,37.0,99.36589545844045,0.6341045415595516,297562.0,290566.0,6996.0,50.526802684180964,83.47452571292209,32.94772302874112,41.53316180674671,6996000.0,116226400.0,-109230400.0
52.0,5834.0,5810.0,24.0,99.58861844360645,0.41138155639355034,303396.0,296376.0,7020.0,51.5371092017883,83.76088772222884,32.22377852044055,42.21880341880342,7020000.0,118550400.0,-111530400.0
53.0,5835.0,5801.0,34.0,99.41730934018852,0.582690659811476,309231.0,302177.0,7054.0,52.54585070069365,84.16656723541344,31.62071653471979,42.83768074851148,7054000.0,120870800.0,-113816800.0
54.0,5834.0,5815.0,19.0,99.67432293452177,0.3256770654782315,315065.0,307992.0,7073.0,53.55702667313541,84.3932704927813,30.836243819645887,43.54474763183939,7073000.0,123196800.0,-116123800.0
55.0,5835.0,5804.0,31.0,99.46872322193659,0.5312767780634147,320900.0,313796.0,7104.0,54.56628984494142,84.76315475480253,30.196864909861105,44.171734234234236,7104000.0,125518400.0,-118414400.0
56.0,5834.0,5793.0,41.0,99.29722317449435,0.7027768255056515,326734.0,319589.0,7145.0,55.57364021611169,85.25235652070158,29.67871630458989,44.72904128761372,7145000.0,127835600.0,-120690600.0
57.0,5835.0,5806.0,29.0,99.50299914310197,0.4970008568980262,332569.0,325395.0,7174.0,56.58325116985148,85.59837728194726,29.015126112095786,45.35754112071369,7174000.0,130158000.0,-122984000.0
58.0,5834.0,5797.0,37.0,99.36578676722661,0.6342132327733907,338403.0,331192.0,7211.0,57.59129710488929,86.0398520462952,28.448554941405902,45.928720011094164,7211000.0,132476800.0,-125265800.0
59.0,5835.0,5806.0,29.0,99.50299914310197,0.4970008568980262,344238.0,336998.0,7240.0,58.60090805862908,86.38587280754086,27.784964748911783,46.546685082872926,7240000.0,134799200.0,-127559200.0
60.0,5834.0,5800.0,34.0,99.4172094617758,0.5827905382242022,350072.0,342798.0,7274.0,59.60947566656755,86.79155232072544,27.182076654157896,47.126477866373385,7274000.0,137119200.0,-129845200.0
61.0,5835.0,5793.0,42.0,99.280205655527,0.7197943444730015,355907.0,348591.0,7316.0,60.616826037737816,87.29268583701229,26.67585979927447,47.647758337889556,7316000.0,139436400.0,-132120400.0
62.0,5834.0,5806.0,28.0,99.52005485087419,0.4799451491258111,361741.0,354397.0,7344.0,61.626436991477604,87.62677484787018,26.000337856392576,48.25667211328976,7344000.0,141758800.0,-134414800.0
63.0,5835.0,5813.0,22.0,99.62296486718081,0.3770351328191879,367576.0,360210.0,7366.0,62.63726518198559,87.88927335640139,25.2520081744158,48.90171056204181,7366000.0,144084000.0,-136718000.0
64.0,5835.0,5815.0,20.0,99.65724078834619,0.3427592116538136,373411.0,366025.0,7386.0,63.64844115442735,88.12790836415702,24.47946720972967,49.55659355537503,7386000.0,146410000.0,-139024000.0
65.0,5834.0,5804.0,30.0,99.48577305450806,0.5142269454919415,379245.0,371829.0,7416.0,64.65770432623337,88.48586087579048,23.828156549557107,50.138754045307444,7416000.0,148731600.0,-141315600.0
66.0,5835.0,5806.0,29.0,99.50299914310197,0.4970008568980262,385080.0,377635.0,7445.0,65.66731527997315,88.83188163703615,23.164566357062995,50.723304231027534,7445000.0,151054000.0,-143609000.0
67.0,5834.0,5797.0,37.0,99.36578676722661,0.6342132327733907,390914.0,383432.0,7482.0,66.67536121501097,89.27335640138408,22.59799518637311,51.24726009088479,7482000.0,153372800.0,-145890800.0
68.0,5835.0,5801.0,34.0,99.41730934018852,0.582690659811476,396749.0,389233.0,7516.0,67.68410271391632,89.67903591456867,21.994933200652355,51.787253858435335,7516000.0,155693200.0,-148177200.0
69.0,5834.0,5811.0,23.0,99.60575934178951,0.39424065821049226,402583.0,395044.0,7539.0,68.69458312249054,89.95346617348766,21.258883050997113,52.400053057434675,7539000.0,158017600.0,-150478600.0
70.0,5835.0,5807.0,28.0,99.52013710368466,0.47986289631533907,408418.0,400851.0,7567.0,69.70436796719721,90.28755518434555,20.583187217148335,52.973569446279896,7567000.0,160340400.0,-152773400.0
71.0,5834.0,5806.0,28.0,99.52005485087419,0.4799451491258111,414252.0,406657.0,7595.0,70.713978920937,90.62164419520343,19.907665274266435,53.54272547728769,7595000.0,162662800.0,-155067800.0
72.0,5835.0,5808.0,27.0,99.53727506426735,0.46272493573265194,420087.0,412465.0,7622.0,71.72393765661056,90.94380145567355,19.219863799062992,54.11506166360535,7622000.0,164986000.0,-157364000.0
73.0,5834.0,5800.0,34.0,99.4172094617758,0.5827905382242022,425921.0,418265.0,7656.0,72.73250526454902,91.34948096885813,18.616975704309112,54.6323145245559,7656000.0,167306000.0,-159650000.0
74.0,5835.0,5803.0,32.0,99.4515852613539,0.5484147386461018,431756.0,424068.0,7688.0,73.74159454538815,91.73129698126715,17.989702435878996,55.159729448491156,7688000.0,169627200.0,-161939200.0
75.0,5834.0,5809.0,25.0,99.57147754542338,0.42852245457662264,437590.0,429877.0,7713.0,74.7517271720286,92.0295907409617,17.2778635689331,55.734085310514715,7713000.0,171950800.0,-164237800.0
76.0,5835.0,5810.0,25.0,99.57155098543274,0.4284490145672635,443425.0,435687.0,7738.0,75.76203368963593,92.32788450065624,16.56585081102031,56.304859136727835,7738000.0,174274800.0,-166536800.0
77.0,5835.0,5802.0,33.0,99.43444730077121,0.5655526992287889,449260.0,441489.0,7771.0,76.77094907950817,92.72163226345305,15.950683183944875,56.812379359155834,7771000.0,176595600.0,-168824600.0
78.0,5834.0,5802.0,32.0,99.45149125814193,0.5485087418580719,455094.0,447291.0,7803.0,77.77986446938041,93.10344827586206,15.32358380648165,57.32295271049596,7803000.0,178916400.0,-171113400.0
79.0,5835.0,5799.0,36.0,99.38303341902314,0.6169665809768645,460929.0,453090.0,7839.0,78.788258186352,93.53299128982222,14.744733103470224,57.79946421737466,7839000.0,181236000.0,-173397000.0
80.0,5834.0,5805.0,29.0,99.50291395269112,0.4970860473088834,466763.0,458895.0,7868.0,79.7976952491249,93.87901205106789,14.08131680194299,58.32422470767666,7868000.0,183558000.0,-175690000.0
81.0,5835.0,5805.0,30.0,99.48586118251929,0.5141388174807133,472598.0,464700.0,7898.0,80.80713231189779,94.23696456270135,13.429832250803557,58.83768042542416,7898000.0,185880000.0,-177982000.0
82.0,5834.0,5806.0,28.0,99.52005485087419,0.4799451491258111,478432.0,470506.0,7926.0,81.81674326563758,94.57105357355924,12.754310307921656,59.362351753721924,7926000.0,188202400.0,-180276400.0
83.0,5835.0,5811.0,24.0,99.58868894601542,0.41131105398457635,484267.0,476317.0,7950.0,82.8272236742118,94.85741558286601,12.030191908654217,59.91408805031447,7950000.0,190526800.0,-182576800.0
84.0,5834.0,5807.0,27.0,99.53719574905725,0.462804250942753,490101.0,482124.0,7977.0,83.83700851891847,95.17957284333612,11.342564324417651,60.43926288078225,7977000.0,192849600.0,-184872600.0
85.0,5835.0,5799.0,36.0,99.38303341902314,0.6169665809768645,495936.0,487923.0,8013.0,84.84540223589005,95.60911585729626,10.763713621406211,60.89142643204792,8013000.0,195169200.0,-187156200.0
86.0,5834.0,5809.0,25.0,99.57147754542338,0.42852245457662264,501770.0,493732.0,8038.0,85.85553486253049,95.90740961699082,10.051874754460329,61.42473252052749,8038000.0,197492800.0,-189454800.0
87.0,5835.0,5799.0,36.0,99.38303341902314,0.6169665809768645,507605.0,499531.0,8074.0,86.86392857950209,96.33695263095096,9.473024051448874,61.86908595491702,8074000.0,199812400.0,-191738400.0
88.0,5835.0,5814.0,21.0,99.6401028277635,0.35989717223650075,513440.0,505345.0,8095.0,87.87493066097696,96.58751938909438,8.712588728117424,62.42680667078444,8095000.0,202138000.0,-194043000.0
89.0,5834.0,5804.0,30.0,99.48577305450806,0.5142269454919415,519274.0,511149.0,8125.0,88.88419383278297,96.94547190072784,8.061278067944869,62.91064615384615,8125000.0,204459600.0,-196334600.0
90.0,5835.0,5804.0,31.0,99.46872322193659,0.5312767780634147,525109.0,516953.0,8156.0,89.89345700458898,97.31535616274907,7.4218991581600875,63.38315350662089,8156000.0,206781200.0,-198625200.0
91.0,5834.0,5808.0,26.0,99.55433664724032,0.4456633527596807,530943.0,522761.0,8182.0,90.90341574026255,97.6255816728314,6.722165932568856,63.89159129797115,8182000.0,209104400.0,-200922400.0
92.0,5835.0,5808.0,27.0,99.53727506426735,0.46272493573265194,536778.0,528569.0,8209.0,91.9133744759361,97.94773893330151,6.034364457365413,64.38896333292728,8209000.0,211427600.0,-203218600.0
93.0,5834.0,5812.0,22.0,99.62290023997258,0.37709976002741996,542612.0,534381.0,8231.0,92.9240287754772,98.21023744183272,5.28620866635552,64.92297412222088,8231000.0,213752400.0,-205521400.0
94.0,5835.0,5806.0,29.0,99.50299914310197,0.4970008568980262,548447.0,540187.0,8260.0,93.93363972921699,98.55625820307839,4.622618473861394,65.39794188861985,8260000.0,216074800.0,-207814800.0
95.0,5834.0,5813.0,21.0,99.64004113815564,0.3599588618443619,554281.0,546000.0,8281.0,94.94446791972497,98.8068249612218,3.8623570414968356,65.93406593406593,8281000.0,218400000.0,-210119000.0
96.0,5835.0,5806.0,29.0,99.50299914310197,0.4970008568980262,560116.0,551806.0,8310.0,95.95407887346477,99.15284572246749,3.1987668490027232,66.40264741275571,8310000.0,220722400.0,-212412400.0
97.0,5834.0,5809.0,25.0,99.57147754542338,0.42852245457662264,565950.0,557615.0,8335.0,96.96421150010521,99.45113948216203,2.4869279820568266,66.9004199160168,8335000.0,223046000.0,-214711000.0
98.0,5835.0,5816.0,19.0,99.67437874892887,0.3256212510711265,571785.0,563431.0,8354.0,97.97556136351385,99.6778427395299,1.702281376016046,67.44445774479291,8354000.0,225372400.0,-217018400.0
99.0,5834.0,5818.0,16.0,99.72574562907096,0.27425437092904303,577619.0,569249.0,8370.0,98.98725900885627,99.8687507457344,0.8814917368781323,68.01063321385902,8370000.0,227699600.0,-219329600.0
100.0,5835.0,5824.0,11.0,99.8114824335904,0.18851756640960105,583454.0,575073.0,8381.0,100.0,100.0,0.0,68.61627490752893,8381000.0,230029200.0,-221648200.0
