bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR
37.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,61602.0,59825.0,1777.0,36.45487395418843,74.47611064543169,38.02123669124326,33.66629150253236
38.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,63267.0,61481.0,1786.0,37.46397167701561,74.85331098072088,37.38933930370527,34.42385218365062
39.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,64932.0,63135.0,1797.0,38.47185068278623,75.314333612741,36.84248292995476,35.13355592654424
40.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,66597.0,64790.0,1807.0,39.48033904708513,75.73344509639564,36.25310604931051,35.85500830105147
41.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,68262.0,66448.0,1814.0,40.49065548696887,76.0268231349539,35.53616764798503,36.63065049614112
42.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,69927.0,68102.0,1825.0,41.498534492739495,76.48784576697402,34.989311274234524,37.31616438356164
43.0,1665.0,1651.0,14.0,99.15915915915916,0.8408408408408405,71592.0,69753.0,1839.0,42.50458542292529,77.07460184409052,34.570016421165235,37.92985318107667
44.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,73257.0,71410.0,1847.0,43.514292504280746,77.40989103101425,33.89559852673351,38.66269626421224
45.0,1665.0,1650.0,15.0,99.09909909909909,0.9009009009009077,74922.0,73060.0,1862.0,44.51973407593826,78.03855825649623,33.51882418055797,39.23737916219119
46.0,1665.0,1651.0,14.0,99.15915915915916,0.8408408408408405,76587.0,74711.0,1876.0,45.52578500612405,78.62531433361274,33.09952932748868,39.82462686567164
47.0,1665.0,1661.0,4.0,99.75975975975976,0.24024024024024015,78252.0,76372.0,1880.0,46.537929521592616,78.79295892707461,32.25502940548199,40.62340425531915
48.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,79917.0,78026.0,1891.0,47.54580852736324,79.25398155909473,31.708173031731484,41.26176626123744
49.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,81582.0,79685.0,1897.0,48.55673432577526,79.50544844928751,30.948714123512254,42.00579862941487
50.0,1664.0,1652.0,12.0,99.27884615384616,0.7211538461538396,83246.0,81337.0,1909.0,49.563394614489326,80.00838222967309,30.444987615183763,42.60712414876899
51.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,84911.0,82992.0,1919.0,50.57188297878823,80.42749371332775,29.855610734539518,43.24752475247525
52.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,86576.0,84647.0,1929.0,51.58037134308713,80.8466051969824,29.266233853895265,43.8812856402281
53.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,88241.0,86305.0,1936.0,52.59068778297087,81.13998323554065,28.549295452569787,44.57902892561984
54.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,89906.0,87964.0,1942.0,53.60161358138288,81.39145012573344,27.789836544350564,45.295571575695156
55.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,91571.0,89622.0,1949.0,54.611930021266616,81.6848281642917,27.072898143025085,45.98358132375577
56.0,1665.0,1660.0,5.0,99.69969969969969,0.3003003003003073,93236.0,91282.0,1954.0,55.6234651782069,81.89438390611903,26.270918727912132,46.715455475946776
57.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,94901.0,92936.0,1965.0,56.631344183977525,82.35540653813915,25.724062354161624,47.295674300254454
58.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,96566.0,94591.0,1975.0,57.63983254827643,82.7745180217938,25.134685473517365,47.89417721518987
59.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,98231.0,96248.0,1983.0,58.64953962963189,83.10980720871751,24.460267579085624,48.53656076651538
60.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,99896.0,97904.0,1992.0,59.65863735245907,83.4870075440067,23.828370191547634,49.14859437751004
61.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,101561.0,99557.0,2004.0,60.66590699970141,83.98994132439229,23.324034324690878,49.67914171656687
62.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,103226.0,101211.0,2015.0,61.67378600547204,84.45096395641241,22.77717795094037,50.2287841191067
63.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,104891.0,102869.0,2022.0,62.68410244535578,84.74434199497067,22.06023954961489,50.874876360039565
64.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,106556.0,104521.0,2035.0,63.69076273406984,85.28918692372172,21.598424189651872,51.36167076167076
65.0,1664.0,1648.0,16.0,99.03846153846153,0.961538461538467,108220.0,106169.0,2051.0,64.6949855886708,85.95976529756915,21.264779708898345,51.76450511945392
66.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,109885.0,107826.0,2059.0,65.70469267002626,86.29505448449288,20.59036181446662,52.368139873725106
67.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,111550.0,109481.0,2069.0,66.71318103432516,86.71416596814753,20.000984933822366,52.91493475108748
68.0,1665.0,1644.0,21.0,98.73873873873873,1.261261261261268,113215.0,111125.0,2090.0,67.71496645481302,87.59430008382229,19.879333629009267,53.16985645933014
69.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,114880.0,112782.0,2098.0,68.72467353616848,87.92958927074602,19.20491573457754,53.75691134413727
70.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,116545.0,114437.0,2108.0,69.73316190046738,88.34870075440067,18.615538853933288,54.28700189753321
71.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,118210.0,116092.0,2118.0,70.74165026476628,88.76781223805533,18.02616197328905,54.81208687440982
72.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,119875.0,117747.0,2128.0,71.75013862906518,89.18692372170997,17.436785092644797,55.33223684210526
73.0,1665.0,1660.0,5.0,99.69969969969969,0.3003003003003073,121540.0,119407.0,2133.0,72.76167378600547,89.3964794635373,16.63480567753183,55.980778246601034
74.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,123205.0,121061.0,2144.0,73.76955279177609,89.85750209555742,16.08794930378133,56.46501865671642
75.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,124870.0,122715.0,2155.0,74.77743179754673,90.31852472757754,15.541092930030814,56.94431554524362
76.0,1665.0,1651.0,14.0,99.15915915915916,0.8408408408408405,126535.0,124366.0,2169.0,75.78348272773252,90.90528080469404,15.121798076961525,57.337943752881515
77.0,1665.0,1660.0,5.0,99.69969969969969,0.3003003003003073,128200.0,126026.0,2174.0,76.7950178846728,91.11483654652137,14.319818661848572,57.96964121435143
78.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,129865.0,127678.0,2187.0,77.80167817338688,91.65968147527242,13.858003301885546,58.380429812528575
79.0,1664.0,1652.0,12.0,99.27884615384616,0.7211538461538396,131529.0,129330.0,2199.0,78.80833846210095,92.16261525565801,13.354276793557062,58.813096862210095
80.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,133194.0,130982.0,2212.0,79.81499875081502,92.70746018440906,12.892461433594036,59.214285714285715
81.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,134859.0,132640.0,2219.0,80.82531519069875,93.0008382229673,12.175523032268558,59.77467327625056
82.0,1665.0,1662.0,3.0,99.81981981981981,0.18018018018018722,136524.0,134302.0,2222.0,81.83806906469559,93.1265716680637,11.288502603368116,60.44194419441944
83.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,138189.0,135961.0,2228.0,82.8489948631076,93.37803855825649,10.529043695148886,61.0237881508079
84.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,139854.0,137620.0,2234.0,83.85992066151962,93.6295054484493,9.76958478692967,61.60250671441361
85.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,141519.0,139273.0,2246.0,84.86719030876196,94.13243922883487,9.265248920072906,62.0093499554764
86.0,1665.0,1652.0,13.0,99.21921921921921,0.7807807807807876,143184.0,140925.0,2259.0,85.87385059747604,94.67728415758592,8.80343356010988,62.38379814077025
87.0,1665.0,1660.0,5.0,99.69969969969969,0.3003003003003073,144849.0,142585.0,2264.0,86.88538575441632,94.88683989941325,8.001454144996927,62.97924028268551
88.0,1665.0,1661.0,4.0,99.75975975975976,0.24024024024024015,146514.0,144246.0,2268.0,87.8975302698849,95.0544844928751,7.156954222990208,63.6005291005291
89.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,148179.0,145902.0,2277.0,88.90662799271207,95.4316848281643,6.525056835452219,64.0764163372859
90.0,1665.0,1659.0,6.0,99.63963963963964,0.36036036036036023,149844.0,147561.0,2283.0,89.91755379112408,95.68315171835708,5.765597927233003,64.634691195795
91.0,1665.0,1654.0,11.0,99.33933933933933,0.6606606606606675,151509.0,149215.0,2294.0,90.92543279689471,96.1441743503772,5.218741553482488,65.04577157802964
92.0,1665.0,1658.0,7.0,99.57957957957957,0.4204204204204274,153174.0,150873.0,2301.0,91.93574923677845,96.43755238893546,4.501803152157009,65.5684485006519
93.0,1664.0,1657.0,7.0,99.57932692307692,0.4206730769230802,154838.0,152530.0,2308.0,92.9454563181339,96.73093042749372,3.7854741093598108,66.08752166377816
94.0,1665.0,1653.0,12.0,99.27927927927928,0.7207207207207205,156503.0,154183.0,2320.0,93.95272596537625,97.2338642078793,3.2811382425030473,66.45818965517242
95.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,158168.0,155839.0,2329.0,94.96182368820342,97.61106454316848,2.6492408549650577,66.91240875912409
96.0,1665.0,1657.0,8.0,99.51951951951952,0.4804804804804803,159833.0,157496.0,2337.0,95.97153076955888,97.9463537300922,1.9748229605333165,67.39238339751819
97.0,1665.0,1655.0,10.0,99.3993993993994,0.6006006006006004,161498.0,159151.0,2347.0,96.9800191338578,98.36546521374686,1.3854460798890642,67.81039625053259
98.0,1665.0,1651.0,14.0,99.15915915915916,0.8408408408408405,163163.0,160802.0,2361.0,97.98607006404359,98.95222129086336,0.9661512268197754,68.10758153324862
99.0,1665.0,1649.0,16.0,99.03903903903904,0.9609609609609606,164828.0,162451.0,2377.0,98.99090227717282,99.62279966471081,0.6318973875379896,68.34286916281026
100.0,1665.0,1656.0,9.0,99.45945945945945,0.5405405405405475,166493.0,164107.0,2386.0,100.0,100.0,0.0,68.77912824811399
